ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YGR202C	0.0647	1	nan	10782568553308858368.000	10782568553308858368.000	0.000	0	0	
YMR304W	0.05927	1	nan	8174063289523647693567278102512058751896521189359616.000	8174063289523647693567278102512058751896521189359616.000	0.000	0	0	
YER027C	0.2525	1	nan	4733750064331016192.000	4733750064331016192.000	0.000	0	0	
YLR154C	1.74	1	nan	1291664.712	1291664.712	0.000	0	0	
YDL137W	2.53	1	nan	513974053.477	513974053.477	0.000	0	0	
YJL185C	0.01826	1	nan	58666360339774.391	58666360339774.391	0.000	0	0	
YMR305C	2.004	1	nan	60918467139785704.000	60918467139785704.000	0.000	0	0	
YOR160W	0.04373	1	nan	117242295576043493970327995264420475305984.000	117242295576043493970327995264420475305984.000	0.000	0	0	
YAL038W	60.06	1	nan	418170751277919961088.000	418170751277919961088.000	0.000	0	0	
YGR203W	0.07686	1	nan	57845984.623	57845984.623	0.000	0	0	
YER028C	0.06468	1	nan	660157491543516288.000	660157491543516288.000	0.000	0	0	
YLR155C	0.01723	1	nan	8575911306298417.000	8575911306298417.000	0.000	0	0	
YDL138W	0.01792	1	nan	247241309866551783990042145325056.000	247241309866551783990042145325056.000	0.000	0	0	
YAL039C	0.981	1	nan	4573449889923.520	4573449889923.520	0.000	0	0	
YOR161C	0.2054	1	nan	180435316604759841964032.000	180435316604759841964032.000	0.000	0	0	
YER029C	0.2916	1	nan	4942491624.162	4942491624.162	0.000	0	0	
YJL186W	0.4896	1	nan	26746193724961246765121536.000	26746193724961246765121536.000	0.000	0	0	
YLR156W	0.1265	1	nan	2056451.011	2056451.011	0.000	0	0	
YDL139C	0.04898	1	nan	61573748327.834	61573748327.834	0.000	0	0	
YAL040C	0.07902	1	nan	11544980885109118274109440.000	11544980885109118274109440.000	0.000	0	0	
YJL187C	0.01972	1	nan	113438346034682321235646797666320384.000	113438346034682321235646797666320384.000	0.000	0	0	
YOR162C	0.01714	1	nan	39863031922237830795244799331926016.000	39863031922237830795244799331926016.000	0.000	0	0	
YLR157C	0.02354	1	nan	8575911306298417.000	8575911306298417.000	0.000	0	0	
YER030W	1.004	1	nan	66506348.678	66506348.678	0.000	0	0	
YMR306W	0.004706	1	nan	345251119883768955389934081992021743461100452200643758574799694649043714048.000	345251119883768955389934081992021743461100452200643758574799694649043714048.000	0.000	0	0	
YGR204W	1.336	1	nan	419743333629722915531753746418337054720.000	419743333629722915531753746418337054720.000	0.000	0	0	
YJL189W	25.46	1	nan	4449.522	4449.522	0.000	0	0	
YLR158C	0.009595	1	nan	8575911306298417.000	8575911306298417.000	0.000	0	0	
YOR163W	0.4984	1	nan	1885862752.791	1885862752.791	0.000	0	0	
YER031C	0.5798	1	nan	37446442614.540	37446442614.540	0.000	0	0	
YAL041W	0.05825	1	nan	3818028605784729919102413094841745408.000	3818028605784729919102413094841745408.000	0.000	0	0	
YGR205W	0.02248	1	nan	23596652145893.914	23596652145893.914	0.000	0	0	
YJL190C	22.46	1	nan	3872506.926	3872506.926	0.000	0	0	
YMR307W	22.13	1	nan	264152618456827526381568.000	264152618456827526381568.000	0.000	0	0	
YLR159W	0.178	1	nan	2056451.011	2056451.011	0.000	0	0	
YGR206W	0.1523	1	nan	622372.796	622372.796	0.000	0	0	
YJL191W	2.388	1	nan	7566614.458	7566614.458	0.000	0	0	
YAL042W	1.908	1	nan	2916163944582209536.000	2916163944582209536.000	0.000	0	0	
YOR164C	0.3502	1	nan	179176032748910.812	179176032748910.812	0.000	0	0	
YER032W	0.03885	1	nan	42743262492505682727911047056557342720.000	42743262492505682727911047056557342720.000	0.000	0	0	
YLR160C	0.01062	1	nan	8575911306298417.000	8575911306298417.000	0.000	0	0	
YJL192C	0.4143	1	nan	113995171852.360	113995171852.360	0.000	0	0	
YMR308C	1.104	1	nan	2226828682651532303409767379673768190044798976.000	2226828682651532303409767379673768190044798976.000	0.000	0	0	
YDL140C	0.4938	1	nan	53797191081156775276237033786229359175640146597384927424636184499847168.000	53797191081156775276237033786229359175640146597384927424636184499847168.000	0.000	0	0	
YGR207C	0.2151	1	nan	1052891966700.046	1052891966700.046	0.000	0	0	
YOR165W	0.2625	1	nan	800440198048708792560460035522560.000	800440198048708792560460035522560.000	0.000	0	0	
YAL043C	0.09389	1	nan	3546148617895340853792729284476928.000	3546148617895340853792729284476928.000	0.000	0	0	
YLR161W	0.1215	1	nan	2056451.011	2056451.011	0.000	0	0	
YDL141W	0.08202	1	nan	471848813333138406210587852800.000	471848813333138406210587852800.000	0.000	0	0	
YGR208W	0.396	1	nan	83793107622030.859	83793107622030.859	0.000	0	0	
YMR309C	0.4721	1	nan	12474390618796976126176857719570432.000	12474390618796976126176857719570432.000	0.000	0	0	
YLR162W	0.004094	1	nan	3114544.716	3114544.716	0.000	0	0	
YAL044C	4.154	1	nan	249495504.487	249495504.487	0.000	0	0	
YJL193W	0.03205	1	nan	910408143258004736.000	910408143258004736.000	0.000	0	0	
YER033C	0.01232	1	nan	7674362034757950631759243440695573880449794048.000	7674362034757950631759243440695573880449794048.000	0.000	0	0	
YDL142C	0.07296	1	nan	18349102546717.637	18349102546717.637	0.000	0	0	
YOR166C	0.03176	1	nan	173047948798497390592.000	173047948798497390592.000	0.000	0	0	
YGR209C	4.303	1	nan	475210.498	475210.498	0.000	0	0	
YER034W	0.1193	1	nan	2291921011.599	2291921011.599	0.000	0	0	
YAL046C	0.2542	1	nan	2476522.638	2476522.638	0.000	0	0	
YMR310C	0.358	1	nan	356707132327566.812	356707132327566.812	0.000	0	0	
YOR167C	9.872	1	nan	17070.945	17070.945	0.000	0	0	
YLR163C	0.08204	1	nan	149605239847160217600.000	149605239847160217600.000	0.000	0	0	
YER035W	1.037	1	nan	38132394.475	38132394.475	0.000	0	0	
YJL194W	0.01286	1	nan	37315893039573504098304.000	37315893039573504098304.000	0.000	0	0	
YDL143W	0.8983	1	nan	25467206622002028740608.000	25467206622002028740608.000	0.000	0	0	
YGR210C	0.6762	1	nan	1447871292465155584.000	1447871292465155584.000	0.000	0	0	
YMR311C	0.2584	1	nan	143059281608.828	143059281608.828	0.000	0	0	
YLR164W	0.01697	1	nan	244282784.516	244282784.516	0.000	0	0	
YAL047C	0.02565	1	nan	1456127305090421948369862656.000	1456127305090421948369862656.000	0.000	0	0	
YDL144C	0.3431	1	nan	8579337664048609.000	8579337664048609.000	0.000	0	0	
YJL196C	2.185	1	nan	146237385746300.031	146237385746300.031	0.000	0	0	
YMR312W	0.215	1	nan	4859139101052.021	4859139101052.021	0.000	0	0	
YER036C	1.755	1	nan	43342066260818749781180416.000	43342066260818749781180416.000	0.000	0	0	
YOR168W	0.9643	1	nan	8268031905782214527077745619369984.000	8268031905782214527077745619369984.000	0.000	0	0	
YLR165C	0.05006	1	nan	876043720388.994	876043720388.994	0.000	0	0	
YGR211W	0.6344	1	nan	1022595494340212817920.000	1022595494340212817920.000	0.000	0	0	
YAL048C	0.01089	1	nan	31196205623922138450663309312.000	31196205623922138450663309312.000	0.000	0	0	
YDL145C	0.4908	1	nan	28190169883924809840957245930931138956542066294784.000	28190169883924809840957245930931138956542066294784.000	0.000	0	0	
YER037W	0.1334	1	nan	583382475676442.125	583382475676442.125	0.000	0	0	
YMR313C	0.05752	1	nan	7454283723554673702968754176.000	7454283723554673702968754176.000	0.000	0	0	
YAL049C	0.9096	1	nan	284484446029.317	284484446029.317	0.000	0	0	
YGR212W	0.007001	1	nan	783642671849513418752.000	783642671849513418752.000	0.000	0	0	
YOR171C	0.03184	1	nan	694542928456120585085255680.000	694542928456120585085255680.000	0.000	0	0	
YLR166C	0.02506	1	nan	8006548044876174240978107187203145728.000	8006548044876174240978107187203145728.000	0.000	0	0	
YLR167W	20.16	1	nan	29694447.776	29694447.776	0.000	0	0	
YER038C	0.01056	1	nan	368028818888443691008.000	368028818888443691008.000	0.000	0	0	
YGR213C	0.01577	1	nan	216386575486041.312	216386575486041.312	0.000	0	0	
YMR314W	1.099	1	nan	90801960665.330	90801960665.330	0.000	0	0	
YDL146W	0.009006	1	nan	4613897478902521004032.000	4613897478902521004032.000	0.000	0	0	
YJL197W	0.06348	1	nan	92927775871516301424616440208456930168908186529038336.000	92927775871516301424616440208456930168908186529038336.000	0.000	0	0	
YAL051W	0.0672	1	nan	203898600361009622112390946290798723254452224.000	203898600361009622112390946290798723254452224.000	0.000	0	0	
YLR168C	0.1788	1	nan	92365419348.999	92365419348.999	0.000	0	0	
YOR172W	0.02029	1	nan	8544610487976209497227391020302336.000	8544610487976209497227391020302336.000	0.000	0	0	
YER039C	0.01315	1	nan	440280097429.814	440280097429.814	0.000	0	0	
YDL147W	0.8666	1	nan	43586219996097617920.000	43586219996097617920.000	0.000	0	0	
YGR214W	6.43	1	nan	248510176125.246	248510176125.246	0.000	0	0	
YMR315W	0.8629	1	nan	2759727250995878.000	2759727250995878.000	0.000	0	0	
YLR170C	0.29	1	nan	98457234.524	98457234.524	0.000	0	0	
YOR173W	0.02994	1	nan	468858899792788160.000	468858899792788160.000	0.000	0	0	
YAL053W	0.6105	1	nan	1068540057638676960335256688263168.000	1068540057638676960335256688263168.000	0.000	0	0	
YGR215W	0.1807	1	nan	1285141.934	1285141.934	0.000	0	0	
YER040W	0.02535	1	nan	39142705055213011800105160802304.000	39142705055213011800105160802304.000	0.000	0	0	
YJL198W	0.5281	1	nan	5776204971311686317754660051795050496.000	5776204971311686317754660051795050496.000	0.000	0	0	
YOR174W	0.1798	1	nan	18462201970422.066	18462201970422.066	0.000	0	0	
YLR172C	1.415	1	nan	39987118095568.672	39987118095568.672	0.000	0	0	
YMR316W	0.09868	1	nan	2751703508468361.000	2751703508468361.000	0.000	0	0	
YDL148C	0.233	1	nan	28201378144627855316325914636189696.000	28201378144627855316325914636189696.000	0.000	0	0	
YAL054C	0.01541	1	nan	587268473720495888215364861952.000	587268473720495888215364861952.000	0.000	0	0	
YGR216C	0.05416	1	nan	375179115164307557206458368.000	375179115164307557206458368.000	0.000	0	0	
YLR173W	0.01408	1	nan	394416340521480575856410624.000	394416340521480575856410624.000	0.000	0	0	
YER041W	0.01913	1	nan	629221257781551011433788678864896.000	629221257781551011433788678864896.000	0.000	0	0	
YJL200C	0.2055	1	nan	1002886477171923971461031917518848.000	1002886477171923971461031917518848.000	0.000	0	0	
YAL055W	0.3576	1	nan	929564481.886	929564481.886	0.000	0	0	
YOR175C	0.4996	1	nan	322141647354492735688015872.000	322141647354492735688015872.000	0.000	0	0	
YER042W	0.9853	1	nan	1226924852.103	1226924852.103	0.000	0	0	
YLR174W	0.01567	1	nan	1193832460439176960.000	1193832460439176960.000	0.000	0	0	
YDL149W	0.006506	1	nan	3957188612557572970012587379363917449920512.000	3957188612557572970012587379363917449920512.000	0.000	0	0	
YMR317W	0.003183	1	nan	81244996081067712102495956429915137917564485632.000	81244996081067712102495956429915137917564485632.000	0.000	0	0	
YOR176W	0.7031	1	nan	277993206132379520.000	277993206132379520.000	0.000	0	0	
YER043C	4.482	1	nan	6867823267115701248.000	6867823267115701248.000	0.000	0	0	
YJL201W	0.01676	1	nan	118304340317804855688167424.000	118304340317804855688167424.000	0.000	0	0	
YLR175W	2.147	1	nan	391681241770632019968.000	391681241770632019968.000	0.000	0	0	
YAL056W	0.05197	1	nan	49589861571408604709256505182912512000.000	49589861571408604709256505182912512000.000	0.000	0	0	
YMR318C	2.884	1	nan	4861161287490851.000	4861161287490851.000	0.000	0	0	
YGR217W	0.03558	1	nan	9748689959666936829288040501259163855143362302144253334894072317791569750261676113920.000	9748689959666936829288040501259163855143362302144253334894072317791569750261676113920.000	0.000	0	0	
YDL150W	0.1784	1	nan	5561439903385286656.000	5561439903385286656.000	0.000	0	0	
YER044C	0.7616	1	nan	28440773.829	28440773.829	0.000	0	0	
YOR177C	0.02269	1	nan	529409536486527664128.000	529409536486527664128.000	0.000	0	0	
YJL203W	0.06911	1	nan	14542071636284.551	14542071636284.551	0.000	0	0	
YLR176C	0.00848	1	nan	72758010260624384184416773985009664.000	72758010260624384184416773985009664.000	0.000	0	0	
YAL058W	0.2335	1	nan	15230385815811587571712.000	15230385815811587571712.000	0.000	0	0	
YER044CA	0.01873	1	nan	2371082666751506432.000	2371082666751506432.000	0.000	0	0	
YMR319C	0.1892	1	nan	397914329195992372477952.000	397914329195992372477952.000	0.000	0	0	
YDL153C	0.9614	1	nan	223088462325783492019879936.000	223088462325783492019879936.000	0.000	0	0	
YAL059W	0.6091	1	nan	14890718896.760	14890718896.760	0.000	0	0	
YGR218W	0.1247	1	nan	1587729916852612558572908894175519496722186240.000	1587729916852612558572908894175519496722186240.000	0.000	0	0	
YMR321C	2.023	1	nan	676322.421	676322.421	0.000	0	0	
YLR177W	0.06854	1	nan	1941883089713696941298155520.000	1941883089713696941298155520.000	0.000	0	0	
YOR178C	0.003553	1	nan	11697409313277916871765405227548672.000	11697409313277916871765405227548672.000	0.000	0	0	
YER045C	0.04994	1	nan	3718062504218280853504.000	3718062504218280853504.000	0.000	0	0	
YJL204C	0.05326	1	nan	758969085133004459516381055271567360.000	758969085133004459516381055271567360.000	0.000	0	0	
YGR220C	0.4493	1	nan	2578166540378.000	2578166540378.000	0.000	0	0	
YAL060W	0.4419	1	nan	43574541549346264.000	43574541549346264.000	0.000	0	0	
YMR322C	0.06674	1	nan	127936114065.762	127936114065.762	0.000	0	0	
YLR178C	0.5388	1	nan	33441857145.611	33441857145.611	0.000	0	0	
YDL154W	0.01544	1	nan	167730759021990311208662784763725086720.000	167730759021990311208662784763725086720.000	0.000	0	0	
YER046W	0.1582	1	nan	30058783.781	30058783.781	0.000	0	0	
YOR179C	0.1356	1	nan	1752557428.950	1752557428.950	0.000	0	0	
YMR323W	0.02461	1	nan	11008029987034777600.000	11008029987034777600.000	0.000	0	0	
YJL206C	0.03011	1	nan	361593953900952836608780482379776.000	361593953900952836608780482379776.000	0.000	0	0	
YLR179C	1.546	1	nan	4143402866.583	4143402866.583	0.000	0	0	
YAL061W	0.04444	1	nan	2174473516258930944.000	2174473516258930944.000	0.000	0	0	
YDL155W	0.09603	1	nan	15026865890203521024.000	15026865890203521024.000	0.000	0	0	
YER047C	0.0211	1	nan	191199353866843212040980493682750783488.000	191199353866843212040980493682750783488.000	0.000	0	0	
YOR180C	0.01932	1	nan	4353506490558.333	4353506490558.333	0.000	0	0	
YGR221C	0.004365	1	nan	1629635497720561987422781440.000	1629635497720561987422781440.000	0.000	0	0	
YMR325W	0.03408	1	nan	2373049.255	2373049.255	0.000	0	0	
YAL062W	0.1182	1	nan	49084681546439081984.000	49084681546439081984.000	0.000	0	0	
YLR180W	2.754	1	nan	21963704511724000.000	21963704511724000.000	0.000	0	0	
YGR222W	0.04832	1	nan	72849688277973.031	72849688277973.031	0.000	0	0	
YOR181W	0.09241	1	nan	5208308692468327135215353856.000	5208308692468327135215353856.000	0.000	0	0	
YDL156W	0.01841	1	nan	85891526477928072216576.000	85891526477928072216576.000	0.000	0	0	
YER048C	0.6185	1	nan	266903698986922592.000	266903698986922592.000	0.000	0	0	
YOR182C	27.36	1	nan	12152.461	12152.461	0.000	0	0	
YNL001W	0.1456	1	nan	189851425172292544.000	189851425172292544.000	0.000	0	0	
YLR181C	0.1636	1	nan	1374375596314337.000	1374375596314337.000	0.000	0	0	
YGR223C	0.07423	1	nan	71178420557021544448.000	71178420557021544448.000	0.000	0	0	
YDL157C	0.8061	1	nan	2261000.259	2261000.259	0.000	0	0	
YOR183W	0.05535	1	nan	9023403.770	9023403.770	0.000	0	0	
YER049W	0.8762	1	nan	2822162588392462050687713280.000	2822162588392462050687713280.000	0.000	0	0	
YNL002C	0.6216	1	nan	315944651447702.812	315944651447702.812	0.000	0	0	
YOR184W	1.12	1	nan	157908830618639392.000	157908830618639392.000	0.000	0	0	
YGR224W	0.01027	1	nan	114849407305944040470478848.000	114849407305944040470478848.000	0.000	0	0	
YDL159W	0.03369	1	nan	37677870917397684158464.000	37677870917397684158464.000	0.000	0	0	
YER050C	0.4047	1	nan	17925225.218	17925225.218	0.000	0	0	
YLR182W	0.04345	1	nan	35492865651853445420319938881519616.000	35492865651853445420319938881519616.000	0.000	0	0	
YAL063C	0.002768	1	nan	112543169782581117791488287496040148752799638656909312.000	112543169782581117791488287496040148752799638656909312.000	0.000	0	0	
YNL003C	0.3014	1	nan	11225456833384.959	11225456833384.959	0.000	0	0	
YJL207C	0.01997	1	nan	266831514789643792202384074135063131544026006545270128551913931883330789647207890944.000	266831514789643792202384074135063131544026006545270128551913931883330789647207890944.000	0.000	0	0	
YDL160C	0.2777	1	nan	9819192976043774312448.000	9819192976043774312448.000	0.000	0	0	
YER051W	0.02477	1	nan	6119489613397938405376.000	6119489613397938405376.000	0.000	0	0	
YGR225W	0.01042	1	nan	54744107812709474584494080.000	54744107812709474584494080.000	0.000	0	0	
YOR185C	0.4853	1	nan	25430588896.668	25430588896.668	0.000	0	0	
YAL064CA	0.01986	1	nan	4675022.581	4675022.581	0.000	0	0	
YLR183C	0.08831	1	nan	3266036484130400108544.000	3266036484130400108544.000	0.000	0	0	
YJL208C	0.1369	1	nan	1188962223451005.500	1188962223451005.500	0.000	0	0	
YER052C	0.7735	1	nan	27549196795926351446016.000	27549196795926351446016.000	0.000	0	0	
YNL004W	0.2349	1	nan	13923555571067547648.000	13923555571067547648.000	0.000	0	0	
YLR185W	12.33	1	nan	106045.363	106045.363	0.000	0	0	
YGR227W	0.2028	1	nan	94281966865438535057408.000	94281966865438535057408.000	0.000	0	0	
YDL161W	0.2582	1	nan	188797309847935778816.000	188797309847935778816.000	0.000	0	0	
YAL064W	0.02189	1	nan	1432776.111	1432776.111	0.000	0	0	
YOR186W	0.03811	1	nan	33202589.242	33202589.242	0.000	0	0	
YNL005C	0.2416	1	nan	60223161447191600.000	60223161447191600.000	0.000	0	0	
YAL064WB	0.02254	1	nan	5023134.956	5023134.956	0.000	0	0	
YER053C	0.1378	1	nan	37554638452668.875	37554638452668.875	0.000	0	0	
YOR187W	1.646	1	nan	5434607749665958912.000	5434607749665958912.000	0.000	0	0	
YLR186W	1.2	1	nan	499520604846.547	499520604846.547	0.000	0	0	
YJL209W	0.07361	1	nan	20642740425345500740086398976.000	20642740425345500740086398976.000	0.000	0	0	
YAL065C	0.009587	1	nan	4747231.562	4747231.562	0.000	0	0	
YGR229C	0.8793	1	nan	12303393618703788539904.000	12303393618703788539904.000	0.000	0	0	
YDL164C	0.1865	1	nan	134727701870176830344327107444736.000	134727701870176830344327107444736.000	0.000	0	0	
YNL006W	0.5167	1	nan	87709413741527.828	87709413741527.828	0.000	0	0	
YJL210W	0.1509	1	nan	5186017185658.464	5186017185658.464	0.000	0	0	
YGR230W	0.1091	1	nan	24108340.947	24108340.947	0.000	0	0	
YER054C	0.01104	1	nan	1136552168103675412086784.000	1136552168103675412086784.000	0.000	0	0	
YOR188W	0.08116	1	nan	4405288800959613452690809745531875167210064314368.000	4405288800959613452690809745531875167210064314368.000	0.000	0	0	
YDL165W	0.7978	1	nan	3146602687.290	3146602687.290	0.000	0	0	
YNL007C	3.103	1	nan	4227655813033742.000	4227655813033742.000	0.000	0	0	
YAL067C	0.01436	1	nan	28290896555486925180370944.000	28290896555486925180370944.000	0.000	0	0	
YJL212C	0.289	1	nan	3960108381308779509366737300619264.000	3960108381308779509366737300619264.000	0.000	0	0	
YER055C	2.611	1	nan	22514754898040.469	22514754898040.469	0.000	0	0	
YLR187W	0.01427	1	nan	42284328333882089617949074149529282735505408.000	42284328333882089617949074149529282735505408.000	0.000	0	0	
YOR189W	0.1989	1	nan	2644133.004	2644133.004	0.000	0	0	
YGR231C	0.5705	1	nan	103749724332986.047	103749724332986.047	0.000	0	0	
YDL166C	0.6508	1	nan	4503740763.053	4503740763.053	0.000	0	0	
YJL213W	0.1306	1	nan	713676589178594.250	713676589178594.250	0.000	0	0	
YAL068C	0.2195	1	nan	1715437.918	1715437.918	0.000	0	0	
YER056C	1.658	1	nan	34907246488264099495936.000	34907246488264099495936.000	0.000	0	0	
YNL008C	0.1453	1	nan	100285056872597532266714890240.000	100285056872597532266714890240.000	0.000	0	0	
